char,word
墊,abansar
塹,foso
墅,
墀,
墟,ruina
增,aumentar
墳,tumulo
墜,kolisa~u
墮,
壁,parede
墾,tera
壇,podiu~
壅,
壕,
壓,
壑,baye
壙,aguxero
壘,fuerte
壞,demolision
壟,montikulo
壢,
壤,
壩,embankmente
士,kabal'eiro
壬,kalendario
壯,grande
壹,numero
壺,xaro
壽,lonxebidad
夏,bera~u
夔,
夕,noite
外,es'terior
夙,briyante
多,muitos
夜,noite
夠,
夥,
夢,so~o
夤,
大,gra~de
天,paraiso
夫,marido
太,gordo
夭,kalamidad
央,se~tro
失,ero
夷,barbaro
夸,
夾,insertar
奉,obserba~sia
奇,estra~o
奈,nara
奄,kubrir
奔,tumulto
奕,grande
契,pe~or
奏,tokar
奎,estreya
奐,klaro
套,
奘,grande
奚,sirbiente
奢,extrabagansia
奠,desision
奧,korason
奪,roubar
奩,
奮,rebigorar
女,mul'er
奴,serba
奶,lets'e
妄,desilusa~u
奸,maldad
妃,rai~a
好,apais'onado
她,
如,semel'a~sa
妁,ir
妝,bestido
妒,seloso
妨,perturbar
妞,
妣,madre
妙,estra~o
妖,sospets'oso
妍,beyesa
妤,beyo
妓,estirar
妊,grabidez
妥,suabe
妾,konkubine
妻,esposa
委,komite
妹,irma~
妮,
姑,suegra
姆,umedo
姐,mayor
姍,kalumnia
始,inisiar
姓,sobrenome
姊,mayor
妯,
妳,tu
姒,esposa
姜,xenxibre
姘,
姿,figura
姣,beyo
姨,menor
娃,beyo
姥,biexo
姪,sobrina
姚,beyo
姦,
威,i~timidar
姻,matrimonio
娑,biexo
娘,fil'a
娜,elegante
娟,beyesa
娛,
娓,
姬,
娠,grabida
娣,menor
娩,oso
娥,beyo
娌,ermano
娶,
婁,frekuente
婉,elegante
婦,dama
婪,kodisiar
婀,
娼,prostituta
婢,maidserbante
婚,kasame~to
婆,se~ora
婊,
婷,pretdad
媚,adular
婿,noibo
媒,mediador
媛,muxer
嫁,kasar
嫉,seloso
嫌,desgostar
媾,asosiasion
媽,madre
媼,madre
媳,
嫂,mayor
媲,par
嫡,esposa
嫦,
嫩,xoben
嫗,madre
嫖,
嫘,
嫣,beyesa
嬉,kontento
嫻,elegante
嬋,beyo
嫵,
嬌,attirante
嬝,
嬴,ganar
嬰,
嬪,
嬤,
嬸,esposa
孀,
子,kria~sa
孑,
孓,
孔,kabidade
孕,bolber
字,karakter
存,supor
孝,piedade
孜,
孚,sinsero
孟,xefe
孤,orfa~u
季,estaso~es
孩,
孫,neto
孰,kual
孳,aumentar
孱,debil
孵,
學,
孺,nino
孽,
孿,
它,otro
宇,beira
守,biz'ia
宅,kasa
安,relas'ar
完,perfeito
宋,dinastia
宏,amplio
宗,reliz'ia~u
定,determinar
官,burokrasia
宜,mel'ores
宙,aereo
宛,enteramente
宣,proklamar
宦,ofisial
室,quarto
客,ko~bidado
宥,trankilisar
宰,superbisionar
害,dano
家,kasa
宴,ba~kete
宮,templo
宵,pouko
容,ko~teudo
宸,alero
寇,enemigo
寅,signo
寄,apros'imar
寂,isolame~to
宿,pousada
密,segredo
寒,frio
富,rikeza
寓,
寐,dormir
寞,solo
寧,mel'or
寡,biuba
寥,solo
實,berdad
寨,fuerte
寢,dormir
寤,despierto
察,ko~bidado
寮,dormitorio
寬,amplio
審,i~kerito
寫,kopiar
寵,affeksion
寶,tesoro
寸,medisa~u
寺,templo
封,karimbo
射,dispare
尉,ofisial
專,spesialdad
將,
尊,o~rado
尋,i~dagar
對,korekto
導,orie~tasa~u
小,pekeno
少,poukos
尖,puntiagudo
尚,estima
尤,reasonable
尬,
就,kolokar
尷,
尸,kadaber
尺,saku
尼,freira
局,z'u~ta
屁,
尿,urina
尾,rabo
屈,e~kruzil'ada
居,residir
屆,alkansar
屎,
屏,mampara
屍,kadaber
屋,teto
屑,basura
展,desdobrar
屐,
屠,
屜,
屢,frekuente
層,estrato
履,kalsado
屬,
屯,quarteis
山,mo~ta~a
屹,
岐,ramo
岑,piko
岔,tenedor
岌,alto
岷,nombre
岡,monte
岸,praia
岩,ros'edo
岫,garganta
岱,biexo
岳,po~to
峙,tore
峭,alto
峽,garganta
峻,alto
峪,
峨,montan~a
峰,reunia~u
島,il'a
崁,lugar
崇,adorar
崆,montana
崎,promo~torio
崛,alto
崖,akantilado
崢,alto
崑,lugar
崩,demolir
崔,
崙,lugar
嵌,
嵐,tormenta
嵩,iritado
嶄,empinado
嶇,empinado
嶝,kolina
嶼,isla
嶺,piko
嶽,piko
巍,alto
巔,
巒,pekeno
巖,
川,kore~te
州,estado
巢,nido
工,ofisio
巨,gra~de
巧,abil
左,eskerda
巫,
差,disti~sa~u
己,proprio
已,abandono
巳,signo
巴,remolino
巷,
巽,sudeste
巾,pan~o
市,merkado
布,li~o
帆,bela
希,espera~sa
帘,bandera
帚,eskoba
帖,manoxo
帕,
帛,tela
帑,dinero
帝,soberano
帥,koma~da~te
席,ase~to
師,perito
常,regular
帶,
帳,kaderno
帷,kortina
幅,laso
帽,bone
幀,
幌,dosel
幛,
幣,kais'a
幕,kortina
幗,
幔,kortina
幢,bandera
幟,bandera
幫,ayuda
干,seko
平,ate
并,poner
年,ano
幸,felisidade
幹,tro~ko
幻,fa~tasma
幼,i~fa~sia
幽,isolar
幾,qua~tos
序,prefasio
庇,protexer
床,kama
庚,kalendario
店,loz'a
府,burgo
底,uniko
庖,kosina
庠,eskuela
度,graus
庫,deposito
庭,z'ardi~
座,agas'ar
康,fasilidade
庸,lugar
庶,mais
庵,retiro
庾,
廊,koredor
廁,
廂,alero
廉,pes'i~s'a
廈,kasa
廓,
廖,basio
廢,
廚,kosina
廟,mausoleo
廝,sirbiente
廣,amplio
廠,
龐,
廬,ermita
廳,
廷,quadras
延,prolo~gar
建,ko~strusa~u
廿,beinte
弁,balbula
弄,
弈,ts'ino
弊,abuso
式,estilo
弒,
弓,arkear
弔,ko~dole~sias
引,pus'ar
弘,difundir
弗,
弛,
弟,irma~u
弦,korda
弧,arko
弩,arko
弭,parar
弱,fraz'il
張,alo~gar
強,forte
弼,ayuda
彆,
彈,
彌,extensibo
彎,
彗,kometa
彙,rekoxer
彞,
彤,roxo
形,forma
彥,
彬,refinado
彩,kolori~do
彫,si~zelar
彭,ints'ason
彰,pate~te
影,sombra
彷,
役,deber
往,biaz'e~
征,subz'ugar
彿,
彼,ele
很,desobedeser
待,esperar
徊,erante
律,ritmo
徇,
後,atras
徒,z'unior
徑,kamino
徐,gradualme~te
得,ga~o
徙,mober
從,
徘,bagar
御,o~rado
復,restaurar
循,seke~sial
徨,erante
徬,bagar
微,delikado
徹,penetrar
德,
徵,konbokar
徽,bueno
心,korasa~u
必,i~bariabelme~te
忙,okupado
忖,konxetura
忘,eskeser
忌,luto
志,i~te~sa~u
忍,suporte
忱,sinsero
快,ko~fortabel
忝,
忠,lealdade
忽,
念,desez'o
忿,ser
怏,dissatisfaksion
怔,enfermedad
怯,
怵,miedo
怖,teribel
怪,suspeito
怕,miedo
怡,
性,ses'o
怒,za~gado
思,pe~sar
怠,negliz'e~siar
急,apresar
怎,porke
怨,rankune
恍,oskuro
恰,
恨,lame~to
恢,ants'o
恆,konstante
恃,depender
恬,
恫,
恪,
恤,
恙,
恣,
恥,bergo~a
恐,medo
恕,exkusar
恭,respeito
恩,grasa
息,alito
悄,ansiedad
悟,iluminasa~u
悚,miedo
悍,aspero
悔,arepe~der
悌,serbir
悅,
悖,ser
恿,insitar
患,aflisa~u
悉,todo
悠,permane~sia
您,onorifiko
惋,lamentar
悴,
惦,
悽,ser
情,se~time~tos
悻,ira
悵,ser
惜,kompais'a~u
悼,lame~to
惘,oskuro
惕,
惆,aflixir
惟,simplemente
悸,temblar
惚,admirar
惑,e~ganar
惡,malo
悲,selula
悶,preokupar
惠,bendision
愜,ser
愣,
惺,
愕,
惰,prez'isoso
惻,ser
惴,miedo
慨,arepe~dime~to
惱,
愎,desobedeser
惶,miedo
愉,prazer
愀,respeto
愚,tolo
意,ideia
慈,miserikordia
感,emosa~u
想,ko~seito
愛,amor
惹,
愁,perigo
愈,kurar
慎,umildade
慌,desko~sertado
慄,miedo
慍,ser
愾,ira
愴,triste
愧,
慇,kortesia
愿,respetuoso
態,atitude
慷,yorar
慢,ridikulo
慣,akostumado
慟,aflixir
慚,sentir
慘,triste
慶,z'ubilo
慧,intelixensia
慮,prude~sia
慝,malo
慕,ko~sumir
憂,mela~kolia
慼,
慰,ko~solo
慫,
慾,
憧,an~orar
憐,
憫,ansiedad
憎,odiar
憬,admirar
憚,dudar
憤,estimulado
憔,obtener
憲,ko~stituisa~u
憑,depender
憩,reseso
憊,fatiga
懍,miedo
憶,lembra~sa
憾,remorso
懊,
懈,
應,respuesta
懂,
懇,sosiabel
懦,
懣,preokupar
懲,penal
懷,
懶,
懵,
懸,suspe~der
懺,lamentar
懼,miedo
懾,miedo
懿,beyo
戀,
戈,
戊,kalendario
戎,gerero
戌,signe
戍,proteksion
成,tornar
戒,ma~dame~tos
我,ego
或,sierto
戕,matar
戚,pariente
戛,
戟,
戡,biktoria
戢,poner
截,kortar
戮,matar
戰,gera
戲,xugar
戴,poner
戳,
戶,
房,moita
戾,
所,lugar
扁,yano
扇,leke
扈,segir
扉,porta
手,ma~u
才,z'enio
扎,tirar
打,bater
扔,lansar
扒,raskar
扣,
扛,elebar
托,
抄,es'trato
抗,ko~fro~tar
抖,sakudir
技,abilidade
扶,az'udar
抉,
扭,xirar
把,agare
扼,mandar
找,buskar
批,kritikar
扳,tirar
抒,
扯,elebar
折,dobrar
扮,
投,aremesar
抓,
抑,reprimir
承,akieser
拉,
拌,
拄,
抿,
拂,klaro
抹,esfregar
拒,repelir
招,aseno
披,es'por
拓,limpar
拔,
拋,
拈,xirar
抨,
抽,pus'a~u
押,empurar
拐,"sequ""estrar"
拙,mal
拇,
拍,aplauso
抵,resistir
拚,
抱,abraso
拘,prisa~u
拖,arastrar
拗,torsion
拆,partir
抬,lebantar
拎,
拜,
挖,kabar
按,tener
拼,
拭,barer
持,segurar
拮,ser
拽,arastrar
指,dedo
拱,
拷,torturar
拯,ayuda
括,fes'ar
拾,pegar
拴,
挑,desafio
拳,pun~o
挈,yebar
拿,atrapar
捎,elexir
挾,insertar
振,az'itar
捕,pegar
捂,resista
捆,atar
捏,
捉,atrapar
挺,
捐,lansar
挽,
挪,mober
挫,aplastamiento
挨,empuxar
掠,piyaxe
控,retirar
捲,rodar
掖,lado
探,tatear
接,tokar
捷,biktoria
捧,dar
掘,kabar
措,lado
捱,
掩,kubrir
掉,sakudir
掃,barer
掛,pe~durar
捫,
推,ko~z'ekturar
掄,ossilar
授,komunikar
掙,esforsar
採,eskol'er
掬,
排,repudiar
掏,
掀,elebar
捻,xirar
捩,
捨,deskarte
掣,
掌,manipular
描,esboso
揀,elexir
揩,
揉,
揆,kategorio
揍,
插,insertar
揣,konxetura
提,propor
握,agarar
揖,reunir
揭,elebar
揮,az'itar
捶,golpear
援,e~koraz'ar
揪,peyiskar
換,trokar
摒,expulsar
揚,leba~tar
搓,trensa
搾,espremer
搞,aklarar
搪,
搭,z'u~tar
搽,untar
搬,koreia
搏,
搜,buskar
搔,raskar
損,prez'uizo
搶,empuxar
搖,
搗,golpear
撇,deskartar
摘,pouko
摔,tropesar
撤,remober
摸,buskar
摟,
摺,frotar
摑,
摧,romper
摩,eskoriasa~u
摯,regalo
摹,
撞,empuxar
撲,tapa
撈,atrapar
撐,apoyo
撰,
撥,
撓,doblar
撕,romper
撩,desorden
撒,dispersar
撮,i~sta~taneo
播,siembra
撫,karisia
撚,
撬,lebantar
擅,
擁,abrasar
擋,obstruir
撻,latigo
撼,mober
據,
擄,kapturar
擇,elexir
擂,
操,manobra
撿,inspeksionar
擒,kapturar
擔,yebar
擎,apoyo
擊,golpear
擘,
擠,empuxar
擰,peyiskar
擦,ara~ar
擬,imitar
擱,
擴,
擲,golpear
擾,molestar
攆,
擺,empuxar
擻,sakudir
攀,subir
攏,rekoxer
攘,robar
攔,obstruir
攙,dar
攝,
攜,yebar
攤,abrir
攣,
攫,
攪,molestar
攬,tener
支,ramo
收,
改,reforma
攻,agresa~u
放,libertar
政,politika
故,kasualidade
效,
敝,ser
敖,xugar
救,salbasa~u
教,e~sinar
敗,fal'a
啟,
敏,i~teliz'e~sia
敘,expresar
敞,amplio
敦,bondad
敢,ousar
散,dispersar
敬,temor
敲,golpear
敵,inimigo
敷,espal'ar
數,numero
整,organizar
斂,
斃,matar
文,se~te~sa
斑,mants'a
斐,beyo
斗,ko~s'a
料,tas'a
斜,diagonal
斟,
斡,regla
斤,mas'ado
斥,rez'eitado
斧,
斫,kortar
斬,kortar
斯,
新,nobo
斷,kortar
方,diresa~u
於,akuerdo
施,esmola
旁,
旅,biaz'e~
族,tribo
旋,rotasa~u
旌,bandera
旎,romantiko
旗,ba~deira
旖,romantiko
既,prebiame~te
日,dia
旦,alba
早,sedo
旨,delisioso
旬,dekamero~
旭,sol
旱,
旺,floresiente
昔,era
易,fasil
昌,klaro
昆,dese~de~tes
昂,subir
明,bril'a~te
昀,
昏,oskuro
春,primaberil
昭,bril'ar
映,reflitir
昧,oskuro
是,some~te
星,estrela
昨,o~te~
時,tempo
晉,abansar
晏,tarde
晃,deslumbrante
晒,blankear
晌,
晝,
晚,
晤,klaro
晨,man~ana
晦,oskuro
普,basto
晰,klaro
晴,limpar
晶,faiska
景,senario
暑,sufoka~te
智,sabiduria
暗,eskurida~u
暉,briyo
暇,tempo
暈,
暖,kaloroso
暢,estirar
暨,
暮,meio
暫,temporariame~te
暴,es'plosa~u
曆,kalendario
曉,
暹,
曙,alba
曖,oskuro
曠,ants'o
曝,blankear
曦,sol
曰,dixit
曲,te~der
曳,tirar
更,fikar
曷,porke
書,eskreber
曹,kasula
勗,ser
曾,una
替,troka
會,enkontrar
月,mes
有,posuir
服,bestuario
朋,kompan~ero
朔,primer
朕,plural
朗,melodiko
望,ambisa~u
期,periodo
朝,ma~a~
朦,
朧,tiniebla
木,arbore
朮,tipo
本,libro
未,z'a
末,na~u
札,etiketa
朽,dekair
朴,simples
朱,bermel'a~u
朵,
束,pakote
李,siruela
杏,albarikoke
材,tabuas
村,sidade
杜,boske
杖,kan~a
杞,rio
杉,sedro
杭,estaka
枋,balsa
枕,almoada
東,orie~te
果,fruta
杳,
杷,nispero
枇,nispero
枝,ramaz'e~
林,boske
杯,kopo
杰,
板,pra~s'a
枉,doblar
松,pi~eiro
析,pikar
杵,mortero
枚,fol'a
柿,
染,ti~ta
柱,pilar
柔,masio
某,asi~
柬,elexir
架,erez'ir
枯,e~kol'er
柵,
柩,kofre
柯,
柄,proz'eto
柑,mandarina
枴,kana
柚,sidra
查,
枸,
柏,ts'ene
柞,tipo
柳,salz'eiro
校,es'ame
核,nukleo
案,plano
框,
桓,
根,raiz
桂,arbol
桔,usado
栩,tipo
梳,peine
栗,kastan~a
桌,mesa
桑,amora
栽,pla~tasa~u
柴,malesa
桐,paulonia
桀,
格,ko~disa~u
桃,pesez'eiro
株,tora
桅,
栓,rol'a
梁,nombre
梯,eskala
梢,kopa
梓,arbol
梵,
桿,eskudo
桶,kubo
梱,
梧,arbol
梗,
械,artefato
梃,palanka
棄,desembaraso
梭,
梆,
梅,ameis'a
梔,
條,
梨,peral
梟,
棺,kais'a~u
棕,kanamo
棠,salbaxe
棘,espina
棗,
椅,siya
棟,trabe
棵,
森,floresta
棧,
棹,poste
棒,bara
棲,
棣,
棋,pesa
棍,kana
植,pla~ta
椒,xapones
椎,roble
棉,algodon
棚,prateleira
榔,betel
業,negosios
楚,latigo
楷,modelo
楠,arbol
楔,kun~a
極,postes
椰,kokotero
概,ko~torno
楊,sause
楨,
楫,remo
楞,
楓,arse
楹,
榆,
榜,timon
榨,bexetable
榕,
槁,morir
榮,
槓,palanka
構,postura
榛,abeyana
榷,
榻,siya
榫,
榴,
槐,tipo
槍,lansa
榭,
槌,
樣,
樟,kampor
槨,
樁,estaka
樞,
標,sinal
槽,baril
模,imitasa~u
樓,tore
樊,
槳,remo
樂,
樅,
樽,tonel
樸,ladrar
樺,abedul
橙,amargo
橫,
橘,mandarina
樹,madeira
橄,
橢,
橡,kabayo
橋,po~te
橇,
樵,
機,mekanismo
檀,arbol
檔,
檄,
檢,
檜,sipres
櫛,peine
檳,betel
檬,limon
櫃,pets'o
檻,
檸,limon
櫂,remo
櫥,
櫝,
櫚,tipo
櫓,remo
櫻,
欄,koluna
權,autoridad
欖,ts'ino
欠,falta
次,pros'imo
欣,alegrarse
欲,ambisionar
款,boa
欺,e~gano
欽,respetar
歇,
歉,
歌,ka~sa~u
歐,
歙,enkontrar
歟,partikula
歡,
止,parada
正,koriz'ir
此,esto
步,paso
武,z'ereiro
歧,tenedor
歪,
歲,
歷,
歸,regreso
歹,malo
死,morte
歿,morir
殃,
殆,
殊,partikularme~te
殉,martirio
殘,resto
殖,aume~tar
殤,
殮,bestido
殯,
殲,masakre
段,grau
殷,floresiente
殺,matar
殼,kaskara
毀,romper
殿,sr
毅,resuelto
毆,
毋,
母,ma~e
每,
毒,beneno
毓,elebar
比,komparar
毗,ayuda
毛,peles
毫,sepiyo
毯,lana
毽,
氏,nome
民,pesoas
氐,nombre
氓,pueblo
氖,
氛,
氟,
氣,espiritu
氧,
氨,
氦,
氤,
氫,
氮,
氯,
氳,prosperidad
水,agua
