char,word
坼,yaru-k
垂,
型,
垠,su-nu-r
垣,
垢,
城,kale
垮,
埂,
埔,kullanu-lmu-s'
埋,"go""mmek"
埃,toz
域,alan
堅,
堊,
堆,
埠,
埤,eklemek
基,
堂,salon
堵,ts'it
執,
培,
堯,"yu""ksek"
堪,
場,
堤,set
堰,baraz'
報,
堡,hisar
塞,kapatmak
塑,
塘,set
塗,
塚,
塔,
填,doldurmak
塌,"ts'o""kmek"
塭,
塊,topak
塢,"ko""y"
塵,toz
塾,
境,su-nu-r
墓,mezar
墊,ilerlemek
塹,hendek
墅,
墀,
墟,harabe
增,artmak
墳,
墜,
墮,
壁,duvar
墾,yer
壇,
壅,tu-pa
壕,
壓,
壑,vadi
壙,delik
壘,hisar
壞,
壟,"ho""yu""k"
壢,
壤,toprak
壩,
士,
壬,takvim
壯,"bu""yu""k"
壹,sayu-
壺,kavanoz
壽,
夏,
夔,
夕,aks'am
外,du-s'
夙,parlak
多,ts'ok
夜,gedz'e
夠,
夥,
夢,"du""s'"
夤,
大,"bu""yu""k"
天,"go""k"
夫,kodz'a
太,tombul
夭,felaket
央,merkez
失,kaybetmek
夷,yabandz'u-
夸,"o""vu""nmek"
夾,sokmak
奉,
奇,garip
奈,
奄,"o""rtmek"
奔,kos'mak
奕,"bu""yu""k"
契,
奏,tam
奎,yu-ldu-z
奐,ats'u-k
套,biriktirmek
奘,"bu""yu""k"
奚,hizmetts'i
奢,
奠,
奧,"yu""rek"
奪,soymak
奩,hanu-m
奮,gelis'mek
女,kadu-n
奴,
奶,"su""t"
妄,
奸,"ko""tu""lu""k"
妃,kralits'e
好,
她,o
如,
妁,gitmek
妝,elbise
妒,ku-skants'
妨,rahatsu-zetmek
妞,
妣,anne
妙,
妖,ts'ekidz'i
妍,"gu""zellik"
妤,"gu""zel"
妓,germek
妊,gebelik
妥,
妾,
妻,es'
委,
妹,gents'
妮,
姑,anne
姆,u-slak
姐,yas'lu-
姍,iftira
始,
姓,soyad
姊,yas'lu-
妯,
妳,sen
姒,es'
姜,zendz'efil
姘,
姿,
姣,"gu""zel"
姨,gents'
娃,"gu""zel"
姥,eski
姪,
姚,"gu""zel"
姦,"ko""tu"""
威,
姻,
娑,eski
娘,ku-z
娜,zarif
娟,"gu""zellik"
娛,
娓,
姬,
娠,gebelik
娣,gents'
娩,ayu-
娥,"gu""zel"
娌,kardes'
娶,
婁,su-kts'a
婉,zarif
婦,hanu-m
婪,imrenmek
婀,
娼,fahis'e
婢,
婚,
婆,
婊,
婷,
媚,pohpohlamak
婿,
媒,
媛,
嫁,gelin
嫉,ku-skants'
嫌,
媾,birlik
媽,anne
媼,anne
媳,ku-z
嫂,yas'lu-
媲,ts'ift
嫡,
嫦,
嫩,gents'
嫗,anne
嫖,
嫘,
嫣,"gu""zellik"
嬉,
嫻,
嬋,"gu""zel"
嫵,
嬌,ts'ekidz'i
嬝,narin
嬴,
嬰,keskin
嬪,gelin
嬤,
嬸,es'
孀,dul
子,ts'odz'uk
孑,sivrisinek
孓,
孔,bos'luk
孕,olmak
字,karakter
存,varolmak
孝,
孜,
孚,samimi
孟,bas'kan
孤,
季,
孩,bebek
孫,
孰,hangi
孳,artmak
孱,zayu-f
孵,
學,
孺,ts'odz'uk
孽,"ko""tu"""
孿,
它,bas'ka
宇,sats'ak
守,
宅,ev
安,
完,
宋,oturmak
宏,genis'
宗,
定,
官,
宜,iyi
宙,hava
宛,
宣,
宦,memur
室,oda
客,konuk
宥,
宰,
害,
家,ev
宴,
宮,
宵,aks'am
容,its'ermek
宸,sats'ak
寇,
寅,is'aret
寄,toplamak
寂,
宿,han
密,
寒,so:uk
富,
寓,
寐,uyku
寞,yalnu-z
寧,
寡,dul
寥,yalnu-z
實,hakikat
寨,hisar
寢,uyku
寤,uyanu-k
察,
寮,
寬,genis'
審,duymak
寫,kopya
寵,
寶,hazine
寸,
寺,budist
封,"mu""hu""r"
射,atmak
尉,
專,
將,komutan
尊,
尋,sormak
對,do:ru
導,
小,"ku""ts'u""k"
少,az
尖,keskin
尚,
尤,
尬,
就,
尷,
尸,dz'eset
尺,"o""lts'u"""
尼,
局,
屁,
尿,
尾,
屈,
居,
屆,ulas'mak
屎,
屏,duvar
屍,dz'eset
屋,ts'atu-
屑,
展,
屐,
屠,
屜,
屢,su-kts'a
層,
履,
屬,
屯,
山,da:
屹,kule
岐,sahne
岑,zirve
岔,ts'atal
岌,"yu""ksek"
岷,ad
岡,
岸,plaz'
岩,
岫,bo:az
岱,eski
岳,nokta
峙,kule
峭,"yu""ksek"
峽,bo:az
峻,"yu""ksek"
峪,
峨,"yu""ksek"
峰,
島,ada
崁,yer
崇,
崆,da:
崎,
崛,"yu""ksek"
崖,uts'urum
崢,"yu""ksek"
崑,yer
崩,
崔,uts'urum
崙,yer
嵌,
嵐,fu-rtu-na
嵩,s'is'mek
嶄,dik
嶇,dik
嶝,tepe
嶼,ada
嶺,zirve
嶽,zirve
巍,"yu""ksek"
巔,
巒,"ku""ts'u""k"
巖,kaya
川,dere
州,devlet
巢,yuva
工,
巨,
巧,
左,sol
巫,
差,
己,"o""z"
已,durmak
巳,is'aret
巴,
巷,sahne
巽,
巾,
市,pazar
布,
帆,
希,
帘,bayrak
帚,"su""pu""rge"
帖,
帕,
帛,bez
帑,para
帝,
帥,komutan
席,
師,
常,
帶,
帳,
帷,perde
幅,
帽,
幀,
幌,
幛,
幣,
幕,perde
幗,
幔,perde
幢,bayrak
幟,bayrak
幫,yardu-m
干,kuru
平,ts'ift
并,koymak
年,yu-l
幸,mutluluk
幹,yetenek
幻,
幼,
幽,
幾,bazu-
序,
庇,korumak
床,
庚,takvim
店,depo
府,
底,
庖,mutfak
庠,okul
度,
庫,
庭,
座,
康,
庸,su-radan
庶,
庵,inziva
庾,
廊,
廁,
廂,sats'ak
廉,
廈,ev
廓,
廖,bos'
廢,
廚,mutfak
廟,
廝,hizmetts'i
廣,genis'
廠,
龐,
廬,inziva
廳,salon
廷,
延,
建,
廿,
弁,
弄,
弈,ts'in
弊,suiistimal
式,
弒,
弓,yay
弔,
引,ts'ekmek
弘,
弗,
弛,
弟,gents'
弦,
弧,
弩,yay
弭,durmak
弱,zayu-f
張,germek
強,"gu""ts'lu"""
弼,yardu-m
彆,
彈,
彌,
彎,
彗,
彙,toplamak
彞,
彤,ku-zu-l
形,bits'im
彥,
彬,
彩,renk
彫,
彭,s'is'lik
彰,
影,
彷,
役,
往,
征,
彿,
彼,o
很,itaatsizlik
待,beklemek
徊,gezgin
律,
徇,
後,
徒,
徑,yol
徐,
得,
徙,hareket
從,den
徘,
御,
復,
循,
徨,gezgin
徬,
微,narin
徹,
德,ahlak
徵,ts'a:u-rmak
徽,iyi
心,"yu""rek"
必,
忙,
忖,tahmin
忘,unutmak
忌,
志,
忍,dayanmak
忱,samimi
快,
忝,
忠,
忽,
念,dilek
忿,olmak
怏,
怔,
怯,
怵,korku
怖,
怪,
怕,korku
怡,sevinmek
性,
怒,
思,"du""s'u""nmek"
怠,
急,
怎,neden
怨,
恍,
恰,
恨,pis'manlu-k
恢,genis'
恆,
恃,ba:lu-
恬,
恫,
恪,
恤,
恙,hastalu-k
恣,
恥,utants'
恐,korku
恕,bahane
恭,saygu-
恩,
息,
悄,kaygu-
悟,
悚,korku
悍,"pu""ru""zlu"""
悔,
悌,
悅,
悖,olmak
恿,ku-s'ku-rtmak
患,
悉,"bu""tu""n"
悠,
您,
惋,pis'manlu-k
悴,o:ul
惦,
悽,olmak
情,
悻,"o""fke"
悵,olmak
惜,
悼,a:u-t
惘,
惕,
惆,yas
惟,
悸,
惚,hayranlu-k
惑,
惡,"ko""tu"""
悲,yas
悶,
惠,
愜,olmak
愣,
惺,
愕,
惰,
惻,olmak
惴,korku
慨,
惱,"o""fke"
愎,itaatsizlik
惶,korku
愉,
愀,saygu-
愚,aptal
意,
慈,
感,
想,
愛,sevgi
惹,
愁,
愈,iyiles'mek
慎,
慌,olmak
慄,korku
慍,olmak
愾,"o""fke"
愴,
愧,
慇,nezaket
愿,saygu-lu-
態,
慷,a:lamak
慢,alay
慣,
慟,yas
慚,
慘,
慶,
慧,bilge
慮,
慝,"ko""tu"""
慕,
憂,
慼,
慰,
慫,
慾,
憧,hayranlu-k
憐,
憫,kaygu-
憎,nefret
憬,hayranlu-k
憚,"tereddu""t"
憤,
憔,almak
憲,
憑,ba:lu-
憩,
憊,
懍,korku
憶,
憾,
懊,
懈,
應,dz'evap
懂,
懇,
懦,
懣,
懲,
懷,
懶,
懵,
懸,
懺,pis'manlu-k
懼,korku
懾,korku
懿,"gu""zel"
戀,"o""zlemek"
戈,kol
戊,takvim
戎,
戌,is'aret
戍,
成,olmak
戒,
我,
或,bazu-
戕,"o""ldu""rmek"
戚,yas
戛,
戟,
戡,zafer
戢,koymak
截,
戮,"o""ldu""rmek"
戰,savas'
戲,oynamak
戴,
戳,
戶,
房,
戾,
所,yer
扁,"du""z"
扇,
扈,izlemek
扉,"o""n"
手,el
才,deha
扎,ts'ekmek
打,vurmak
扔,atmak
扒,kas'u-mak
扣,
扛,kaldu-rmak
托,istek
抄,
抗,
抖,sallamak
技,bedz'eri
扶,
抉,
扭,"do""nmek"
把,
扼,
找,
批,
扳,ts'ekmek
抒,anlatmak
扯,kaldu-rmak
折,
扮,
投,atmak
抓,
抑,
承,
拉,
拌,
拄,
抿,
拂,ats'u-k
抹,ovmak
拒,
招,
披,
拓,ats'u-k
拔,
拋,
拈,
抨,
抽,
押,itmek
拐,
拙,
拇,
拍,
抵,
拚,risk
抱,
拘,
拖,
拗,e:ri
拆,yaru-k
抬,
拎,
拜,
挖,kazmak
按,tutmak
拼,
拭,
持,tutmak
拮,olmak
拽,
指,parmak
拱,
拷,
拯,yardu-m
括,
拾,toplamak
拴,
挑,
拳,
挈,tas'u-mak
拿,yakalamak
捎,sets'mek
挾,sokmak
振,sallamak
捕,yakalamak
捂,
捆,ba:lamak
捏,
捉,yakalamak
挺,
捐,atmak
挽,
挪,hareket
挫,
挨,
掠,
控,
捲,
掖,yan
探,
接,dokunmak
捷,zafer
捧,vermek
掘,kazmak
措,asmak
捱,
掩,"o""rtmek"
掉,sallamak
掃,
掛,
捫,
推,tahmin
掄,sallamak
授,
掙,ts'abalamak
採,
掬,
排,
掏,
掀,kaldu-rmak
捻,
捩,
捨,atmak
掣,
掌,kural
描,
揀,sets'mek
揩,
揉,ovmak
揆,
揍,
插,sokmak
揣,tahmin
提,
握,
揖,
揭,kaldu-rmak
揮,
捶,vurmak
援,
揪,ts'imdik
換,
摒,
揚,kaldu-rmak
搓,
搾,
搞,
搪,
搭,
搽,
搬,
搏,
搜,
搔,kas'u-mak
損,
搶,
搖,
搗,"do""vmek"
撇,atmak
摘,ts'imdik
摔,"to""kezlemek"
撤,
摸,
摟,
摺,ovmak
摑,
摧,ku-rmak
摩,
摯,
摹,
撞,
撲,
撈,yakalamak
撐,
撰,
撥,
撓,"bu""kmek"
撕,ku-rmak
撩,"du""zensizlik"
撒,sats'mak
撮,
播,bitki
撫,
撚,
撬,
擅,"o""z"
擁,
擋,engellemek
撻,kamts'u-
撼,hareket
據,
擄,
擇,sets'mek
擂,
操,
撿,
擒,
擔,tas'u-mak
擎,
擊,vurmak
擘,
擠,itmek
擰,ts'imdik
擦,
擬,
擱,
擴,
擲,vurmak
擾,rahatsu-zetmek
攆,
擺,itmek
擻,sallamak
攀,
攏,toplamak
攘,
攔,engellemek
攙,vermek
攝,
攜,tas'u-mak
攤,ats'mak
攣,e:ri
攫,
攪,rahatsu-zetmek
攬,tutmak
支,dal
收,
改,
攻,
放,
政,
故,
效,sonuts'
敝,olmak
敖,oynamak
救,
教,
敗,
啟,
敏,
敘,ifade
敞,genis'
敦,
敢,
散,sats'mak
敬,
敲,vurmak
敵,"du""s'man"
敷,
數,sayu-
整,
斂,
斃,"o""ldu""rmek"
文,
斑,
斐,"gu""zel"
斗,"bu""yu""k"
料,
斜,
斟,
斡,kural
斤,
斥,
斧,
斫,kesmek
斬,
斯,bu
新,yeni
斷,
方,
於,
施,vermek
旁,karakter
旅,
族,
旋,
旌,bayrak
旎,
旗,bayrak
旖,
既,
日,"gu""n"
旦,
早,
旨,
旬,
旭,
旱,kuraklu-k
旺,bayu-ndu-r
昔,
易,
昌,bayu-ndu-r
昆,
昂,"yu""kselmek"
明,parlak
昀,
昏,karanlu-k
春,
昭,
映,
昧,karanlu-k
是,bu
星,yu-ldu-z
昨,
時,zaman
晉,ilerlemek
晏,
晃,ats'u-k
晒,
晌,"o"":le"
晝,
晚,gedz'e
晤,ats'u-k
晨,sabah
晦,karanlu-k
普,
晰,ats'u-k
晴,ats'u-k
晶,
景,
暑,
智,
暗,
暉,parlamak
暇,dinlenme
暈,
暖,
暢,germek
暨,
暮,aks'am
暫,
暴,
曆,takvim
曉,
暹,
曙,
曖,karanlu-k
曠,genis'
曝,
曦,"gu""nes'"
曰,demek
曲,"bu""kmek"
曳,ts'ekmek
更,
曷,neden
書,yazmak
曹,
勗,olmak
曾,birkez
替,de:is'im
會,bulus'mak
月,ay
有,
服,bez
朋,yoldas'
朔,
朕,
朗,
望,
期,
朝,sabah
朦,
朧,
木,a:ats'
朮,"tu""r"
本,kitap
未,
末,son
札,
朽,
朴,
朱,
朵,
束,
李,
杏,
材,
村,"ko""y"
杜,odun
杖,
杞,u-rmak
杉,
杭,
枋,
枕,
東,do:u
果,meyve
杳,
杷,
枇,
枝,
林,
杯,dz'am
杰,
板,
枉,"bu""kmek"
松,
析,
杵,
枚,
柿,
染,
柱,
柔,nazik
某,bir
柬,sets'mek
架,
枯,solmak
柵,
柩,
柯,
柄,
柑,
枴,baston
柚,
查,
枸,
柏,
柞,"tu""r"
柳,
校,
核,
案,plan
框,
桓,is'aret
根,"ko""k"
桂,z'apon
桔,kullanu-lmu-s'
栩,"tu""r"
梳,
栗,
桌,masa
桑,
栽,
柴,fu-rts'a
桐,
桀,"o""lts'me"
格,
桃,
株,
桅,
栓,tu-pa
梁,
梯,
梢,
梓,a:ats'
梵,
桿,kalkan
桶,
梱,
梧,ts'in
梗,
械,
梃,
棄,
梭,
梆,
梅,
梔,
條,
梨,
梟,
棺,
棕,kenevir
棠,yaban
棘,diken
棗,
椅,
棟,
棵,
森,orman
棧,
棹,direk
棒,
棲,
棣,ts'its'ek
棋,
棍,baston
植,bitki
椒,z'apon
椎,
棉,pamuk
棚,
榔,
業,is'
楚,kamts'u-
楷,
楠,a:ats'
楔,
極,
椰,
概,
楊,
楨,
楫,"ku""rek"
楞,"ko""s'e"
楓,
楹,
榆,
榜,
榨,
榕,
槁,
榮,gelis'mek
槓,
構,
榛,
榷,
榻,
榫,uygun
榴,
槐,"tu""r"
槍,mu-zrak
榭,
槌,
樣,
樟,
槨,
樁,
樞,
標,
槽,
模,
樓,kule
樊,
槳,"ku""rek"
樂,"mu""zik"
樅,
樽,
樸,havlamak
樺,
橙,adz'u-
橫,
橘,
樹,
橄,
橢,
橡,at
橋,"ko""pru"""
橇,
樵,
機,
檀,
檔,
檄,
檢,
檜,z'apon
櫛,
檳,
檬,
櫃,"go"":u""s"
檻,
檸,
櫂,"ku""rek"
櫥,
櫝,
櫚,"tu""r"
櫓,"ku""rek"
櫻,
欄,
權,
欖,ts'in
欠,
次,sonraki
欣,sevinmek
欲,uzun
款,
欺,
欽,saygu-
歇,
歉,
歌,s'arku-
歐,
歙,bulus'mak
歟,parts'adz'u-k
歡,
止,durmak
正,do:ru
此,bu
步,adu-m
武,
歧,ts'atal
歪,
歲,
歷,
歸,
歹,"ko""tu"""
死,"o""lu""m"
歿,
殃,
殆,
殊,
殉,
殘,
殖,
殤,
殮,elbise
殯,
殲,
段,
殷,bayu-ndu-r
殺,"o""ldu""rmek"
殼,
毀,ku-rmak
殿,
毅,"gu""ts'lu"""
毆,"do""vmek"
毋,
母,anne
每,
毒,zehir
毓,kaldu-rmak
比,
毗,yardu-m
毛,
毫,fu-rts'a
毯,
毽,
氏,
民,halk
氐,ad
氓,halk
氖,
氛,hava
氟,
氣,
氧,
氨,
氦,
氤,
氫,
氮,
氯,
氳,
水,su
永,
汁,
汀,
氾,genis'
求,istek
汝,sen
汗,
汙,
江,
池,"go""ldz'u""k"
汐,
汕,balu-k
汞,
沙,kum
沁,
沈,batmak
沉,batmak
沅,ad
沛,
汪,genis'
決,
沐,yu-kamak
汰,yu-kamak
沌,
汨,batmak
沖,
沒,de:il
汽,
沃,
汲,ts'ekmek
汾,ad
泣,a:lamak
注,"do""kmek"
泳,
沱,akan
泌,
泥,ts'amur
河,u-rmak
沽,fiyat
沾,
沼,
波,
沫,
法,"yo""ntem"
泓,derin
沸,
泄,
油,ya:
況,
沮,durmak
泗,ad
泅,
泱,bulut
沿,kos'mak
治,
泡,
泛,"yu""zmek"
泊,
泉,
泰,sakin
洋,okyanus
洲,
洪,
流,
津,
洌,saf
洱,"go""l"
洞,
洗,yu-kamak
活,
洽,uzak
派,
洶,
洛,
浪,gezgin
涕,
消,
涇,ad
浦,
浸,
海,deniz
浙,ad
涓,
浬,
涉,
浮,"yu""zmek"
浚,
浴,
浩,
涎,"tu""ku""ru""k"
涼,
淳,saf
淙,ses
液,
淡,indz'e
淌,
淤,ts'amur
添,
淺,su-:
清,saf
淇,ad
淋,yalnu-z
涯,
淑,zarif
涮,durulamak
淞,ad
淹,batu-rmak
涸,
混,karu-s'tu-rmak
淵,
淅,yu-kamak
淒,
渚,
涵,
淚,
淫,
淘,sets'mek
淪,batmak
深,derin
淮,ad
淨,saf
淆,
淄,u-rmak
港,liman
游,"yu""zmek"
湔,yu-kamak
渡,
渲,eklemek
