char,word
宰,"directo""r"
害,tor
家,meso~
宴,ba~ke
宮,sa~ctue
宵,"o""r"
容,co~tenir
宸,ava~t-twa
寇,enemigo
寅,se~~
寄,apros'e
寂,solitu
宿,oberg
密,secre
寒,frwa
富,forte~
寓,
寐,dormir
寞,"so""l"
寧,pluto
寡,tr
寥,"so""l"
實,berdad
寨,for
寢,dormir
寤,despierto
察,devine
寮,dortwar
寬,larg
審,oditio~
寫,kopiar
寵,affeksion
寶,tresor
寸,dima~sio~
寺,ta~pl
封,sele
射,la~se
尉,ofisie
專,spesialdad
將,
尊,revere
尋,dema~de
對,corec
導,directiv
小,peti
少,peti
尖,eg
尚,plu
尤,reasonable
尬,
就,co~serna~
尷,
尸,kadaber
尺,saku
尼,no~n
局,local
屁,
尿,ure~
尾,"ko"""
屈,sede
居,s
屆,ata~dr
屎,
屏,mur
屍,kadaber
屋,twa
屑,basura
展,developa~
屐,
屠,
屜,
屢,frekuente
層,stra
履,s'ose
屬,
屯,garniso~
山,mo~ta~~
屹,
岐,bifurcatio~
岑,pic
岔,tenedor
岌,o
岷,no~
岡,mo~
岸,co
岩,ros'e
岫,garganta
岱,"vio"""
岳,pwa~
峙,tore
峭,o
峽,garganta
峻,o
峪,
峨,o
峰,so~me
島,il
崁,"lio"""
崇,adoratio~
崆,mo~ta~~
崎,promo~twar
崛,o
崖,akantilado
崢,o
崑,"lio"""
崩,efo~dre
崔,
崙,"lio"""
嵌,
嵐,ta~pe
嵩,iritado
嶄,re
嶇,re
嶝,cole~
嶼,il
嶺,pic
嶽,pic
巍,o
巔,
巒,peti
巖,
川,rivie
州,prove~c
巢,nido
工,e~z\'enieri
巨,z\'iga~tesk
巧,adrwa
左,gos'
巫,
差,difera~c
己,swa
已,arete
巳,se~~
巴,remolino
巷,
巽,sudeste
巾,pan~o
市,mars'
布,le~g
帆,vwal
希,espwar
帘,drapo
帚,eskoba
帖,manoxo
帕,
帛,tisu
帑,arg
帝,suvera~
帥,co~ma~da~
席,sieg
師,metr
常,abituel
帶,
帳,cahie
帷,kortina
幅,"largo""r"
帽,casket
幀,
幌,capo
幛,
幣,espec
幕,rido
幗,
幔,kortina
幢,drapo
幟,drapo
幫,e
干,sec
平,pla~
并,metr
年,a~ne
幸,z'wa
幹,tro~c
幻,s'ime
幼,a~fa~c
幽,isole
幾,co~bia~
序,debu
庇,protez\'e
床,pla~s'e
庚,cala~drie
店,magase~
府,prefectur
底,parti
庖,cuise~
庠,ecol
度,degr
庫,a~trepo
庭,z'arde~
座,acrupir
康,tra~ki
庸,banal
庶,"po""pl"
庵,ermitag
庾,
廊,culwar
廁,
廂,ava~t-twa
廉,bo~n
廈,meso~
廓,
廖,vi
廢,
廚,cuise~
廟,mausoleo
廝,"servito""r"
廣,larg
廠,
龐,
廬,ermitag
廳,
廷,tribuno
延,prolo~z\'e
建,co~struir
廿,ve~
弁,eloka~c
弄,
弈,s'e~wa
弊,mal
式,ti
弒,
弓,arc
弔,co~dolea~c
引,tire
弘,vas
弗,
弛,
弟,fre
弦,cor
弧,arc
弩,arc
弭,arete
弱,febl
張,alo~z\'e
強,for
弼,e
彆,
彈,
彌,extensibo
彎,
彗,kometa
彙,colecte
彞,
彤,rug
形,form
彥,
彬,refinado
彩,colore
彫,sculpte
彭,go~fla~
彰,pa
影,o~br
彷,
役,rol
往,ale
征,co~ke
彿,
彼,lui
很,desobe
待,ata~dr
徊,erante
律,ritm
徇,
後,apr
徒,elev
徑,s'eme~
徐,la~ta~
得,obtenir
徙,buz\'e
從,
徘,bagar
御,onorabl
復,returne
循,cicl
徨,erante
徬,bagar
微,tenu
徹,penetre
德,
徵,apele
徽,bo~
心,"coo""r"
必,nesesera~
忙,ocu
忖,konxetura
忘,ublie
忌,"do""il"
志,desa~
忍,suporte
忱,sinsero
快,agreabl
忝,
忠,lwaio
忽,
念,desir
忿,etr
怏,dissatisfaksion
怔,maladi
怯,
怵,"po""r"
怖,efraia~
怪,mefia~
怕,"po""r"
怡,
性,sex
怒,cole
思,pa~se
怠,negliga~c
急,urga~c
怎,porke
怨,ra~se~
恍,oskuro
恰,
恨,resa~te~
恢,larg
恆,konstante
恃,depender
恬,
恫,
恪,
恤,
恙,
恣,
恥,o~
恐,"po""r"
恕,exkusar
恭,"respectuo"""
恩,"favo""r"
息,respire
悄,ansiedad
悟,iuminatio~
悚,"po""r"
悍,aspero
悔,regre
悌,serbir
悅,
悖,etr
恿,e~site
患,maladi
悉,tu
悠,eterni
您,onorifiko
惋,lamentar
悴,fil
惦,
悽,etr
情,sa~tima~
悻,cole
悵,etr
惜,regre
悼,deplore
惘,oskuro
惕,
惆,s'agre~
惟,simplemente
悸,temblar
惚,admire
惑,egare
惡,move
悲,tris
悶,preokupar
惠,bendision
愜,etr
愣,
惺,
愕,
惰,pares
惻,etr
惴,"po""r"
慨,repa~tir
惱,
愎,desobe
惶,"po""r"
愉,plesir
愀,respec
愚,stupi
意,ide
慈,misericor
感,sa~te~
想,co~sep
愛,amur
惹,
愁,detres
愈,z\'erir
慎,umili
慌,deco~se
慄,"po""r"
慍,etr
愾,cole
愴,triste
愧,
慇,curtwasi
愿,"respectuo"""
態,atitu
慷,"plo""re"
慢,vani
慣,avwar
慟,s'agre~
慚,sentir
慘,triste
慶,z'ubile
慧,intelixensia
慮,pruda~c
慝,move
慕,desir
憂,mela~coli
慼,
慰,reco~forte
慫,
慾,
憧,admire
憐,
憫,ansiedad
憎,a~
憬,admire
憚,esite
憤,exsi
憔,obtenir
憲,co~stitutio~
憑,depender
憩,vaca~c
憊,fatiga
懍,"po""r"
憶,suvenir
憾,remor
懊,
懈,
應,repo~s
懂,
懇,sosiabl
懦,
懣,preokupar
懲,punitio~
懷,
懶,
懵,
懸,suspa~dr
懺,lamentar
懼,"po""r"
懾,"po""r"
懿,bo
戀,
戈,
戊,cala~drie
戎,gerero
戌,se~~
戍,proteksion
成,s
戒,s'ate~
我,ego
或,serta~
戕,tue
戚,para~
戛,
戟,
戡,victwar
戢,metr
截,kortar
戮,tue
戰,z\'er
戲,z'ue
戴,curo~na~
戳,
戶,
房,po~po~
戾,
所,"lio"""
扁,nivo
扇,"va~tilato""r"
扈,segir
扉,por
手,ma~
才,z\'eni
扎,tire
打,tape
扔,z'ete
扒,grate
扣,
扛,leve
托,
抄,extre
抗,opose
抖,secue
技,abile
扶,ede
抉,
扭,turne
把,agripe
扼,mandar
找,buskar
批,critik
扳,tire
抒,
扯,leve
折,plie
扮,
投,z'ete
抓,
抑,represio~
承,co~sa~tir
拉,
拌,
拄,
抿,
拂,cle
抹,frote
拒,refuse
招,e~vite
披,expose
拓,defris'e
拔,
拋,
拈,xirar
抨,
抽,extre
押,apuie
拐,rap
拙,maladrwa
拇,
拍,aplodir
抵,resiste
拚,
抱,pra~dr
拘,arestatio~
拖,arastrar
拗,torsion
拆,partir
抬,leve
拎,
拜,
挖,"cro""se"
按,tenir
拼,
拭,barer
持,avwar
拮,etr
拽,arastrar
指,dwag
拱,
拷,tortur
拯,e
括,lie
拾,dis
拴,
挑,defie
拳,pun~o
挈,porte
拿,atrape
捎,s'wasir
挾,e~sere
振,secue
捕,atrape
捂,resista
捆,atar
捏,
捉,atrape
挺,
捐,z'ete
挽,
挪,buz\'e
挫,aplastamiento
挨,empuxar
掠,piyaxe
控,s
捲,rodar
掖,lado
探,s'ers'e
接,z'wa~dr
捷,victwar
捧,do~ne
掘,"cro""se"
措,metr
捱,
掩,cuvrir
掉,secue
掃,balaie
掛,acros'e
捫,
推,presume
掄,bala~se
授,acorde
掙,eforse
採,cuelir
掬,
排,repudie
掏,
掀,leve
捻,xirar
捩,
捨,z'ete
掣,
掌,po~
描,croki
揀,s'wasir
揩,
揉,
揆,kategorio
揍,
插,e~sere
揣,konxetura
提,propositio~
握,agripe
揖,reunir
揭,leve
揮,bra~dir
捶,frape
援,ra~for
揪,peyiskar
換,es'a~z\'e
摒,expulsar
揚,ise
搓,trensa
搾,prese
搞,aklarar
搪,
搭,a~barka~
搽,untar
搬,"tra~sporto""r"
搏,
搜,s'ers'e
搔,grate
損,blese
搶,empuxar
搖,
搗,livr
撇,z'ete
摘,sesir
摔,trebus'e
撤,retire
摸,s'ers'e
摟,
摺,frotar
摑,
摧,brise
摩,irite
摯,regalo
摹,
撞,empuxar
撲,batr
撈,atrape
撐,apoyo
撰,
撥,
撓,plie
撕,brise
撩,desordr
撒,dispersar
撮,fotografie
播,pla~
撫,karisia
撚,
撬,leve
擅,
擁,etra~dr
擋,obstrue
撻,fue
撼,buz\'e
據,
擄,kapturar
擇,s'wasir
擂,
操,manipule
撿,inspeksionar
擒,kapturar
擔,porte
擎,apoyo
擊,frape
擘,
擠,puse
擰,peyiskar
擦,abrasio~
擬,imitatio~
擱,
擴,
擲,golpear
擾,dera~z\'e
攆,
擺,puse
擻,secue
攀,subir
攏,colecte
攘,robar
攔,obstrue
攙,do~ne
攝,
攜,porte
攤,uvrir
攣,
攫,
攪,dera~z\'e
攬,tenir
支,sutia~
收,
改,reform
攻,agresio~
放,libere
政,politik
故,cwa~sida~c
效,
敝,etr
敖,z'ue
救,sovetag
教,a~sa~~e
敗,defo
啟,
敏,vivasi
敘,exprime
敞,larg
敦,bondad
敢,odac
散,disperse
敬,respec
敲,frape
敵,a~nemi
敷,etale
數,no~br
整,metr
斂,
斃,tue
文,fras
斑,mants'a
斐,bo
斗,gra~
料,redeva~c
斜,pa~s'
斟,
斡,regl
斤,as'
斥,rez'ete
斧,
斫,cupe
斬,kortar
斯,
新,nuvo
斷,kortar
方,directio~
於,da~
施,do~ne
旁,
旅,vwaiag
族,tribu
旋,rotatio~
旌,drapo
旎,romantiko
旗,drapo
旖,romantiko
既,dez'a
日,z'ur
旦,ob
早,to
旨,"delisio"""
旬,deca
旭,solel
旱,
旺,florisa~
昔,otrefwa
易,fasil
昌,prospe
昆,desca~da~
昂,mo~te
明,cle
昀,
昏,so~br
春,pre~ta~
昭,brie
映,proz'ectio~
昧,so~br
是,co~m
星,etwal
昨,ie
時,ta~
晉,abansar
晏,tar
晃,cle
晒,blankear
晌,
晝,
晚,nui
晤,cle
晨,mate~
晦,so~br
普,universel
晰,cle
晴,eclersir
晶,ete~sele
景,paisag
暑,s'o
智,e~teliga~c
暗,obscuri
暉,brie
暇,ta~
暈,
暖,"s'alo""r"
暢,etire
暨,
暮,mene
暫,serta~
暴,explosio~
曆,cala~drie
曉,
暹,
曙,alba
曖,so~br
曠,larg
曝,blankear
曦,solel
曰,dixi
曲,curbe
曳,tire
更,s
曷,porke
書,ecrir
曹,elev
勗,etr
曾,fwa
替,substitue
會,ra~co~tre
月,le~
有,posede
服,abia~
朋,co~pa~~o~
朔,primer
朕,nu
朗,"radio"""
望,a~bitio~
期,perio
朝,mate~
朦,
朧,tiniebla
木,arbr
朮,ti
本,livr
未,no~-
末,extremi
札,etiket
朽,delabr
朴,bru
朱,vermio~
朵,
束,fago
李,siruela
杏,abrico
材,materio
村,viag
杜,boske
杖,kan~a
杞,rivie
杉,sedr
杭,estaka
枋,balsa
枕,almoada
東,es
果,frui
杳,
杷,nispero
枇,nispero
枝,bra~s'
林,bwa
杯,"co~pto""r"
杰,
板,pla~s'
枉,plie
松,pe~
析,analise
杵,mortero
枚,"fo""i"
柿,
染,ta~dr
柱,poto
柔,ta~dr
某,e~tel
柬,s'wasir
架,eriz\'e
枯,deperir
柵,
柩,kofre
柯,
柄,dese~
柑,mandarina
枴,ca~n
柚,sidra
查,
枸,
柏,s'a~
柞,ti
柳,sol
校,ecol
核,nwaio
案,pla~
框,
桓,
根,rase~
桂,z\'enie
桔,utilis
栩,ti
梳,peine
栗,s'ata~~
桌,tabl
桑,murie
栽,pla~tatio~
柴,bros
桐,polownia
桀,
格,ra~g
桃,pes'
株,actio~
桅,
栓,bus'o~
梁,nombre
梯,eskala
梢,se~
梓,catalpa
梵,
桿,buclie
桶,kubo
梱,
梧,s'e~wa
梗,
械,e~stre~
梃,palanka
棄,aba~do~ne
梭,
梆,
梅,pre~
梔,
條,
梨,pwar
梟,
棺,sercuel
棕,kanamo
棠,sovag
棘,espina
棗,
椅,siya
棟,fe
棵,
森,fore
棧,
棹,poto
棒,bato~
棲,
棣,
棋,piec
棍,ca~n
植,pla~te
椒,z'apone
椎,roble
棉,algodon
棚,etaz\'e
榔,betel
業,activi
楚,fue
楷,modelo
楠,ca~frie
楔,kun~a
極,extra~
椰,kokotero
概,gra~
楊,sause
楨,
楫,ra~
楞,
楓,arse
楹,
榆,
榜,timon
榨,bexetable
榕,
槁,morir
榮,
槓,palanka
構,structur
榛,abeyana
榷,
榻,siya
榫,
榴,
槐,ti
槍,lansa
榭,
槌,
樣,
樟,kampor
槨,
樁,estaka
樞,
標,pa~no
槽,cuv
模,imitatio~
樓,tore
樊,
槳,ra~
樂,musik
樅,
樽,tonel
樸,abwaie
樺,abedul
橙,ame
橫,
橘,mandarina
樹,gre~
橄,
橢,
橡,s'eval
橋,po~
橇,
樵,
機,metie
檀,arbol
檔,
檄,
檢,
檜,z'apone
櫛,peine
檳,betel
檬,limon
櫃,pwatre~
檻,
檸,limon
櫂,ra~
櫥,
櫝,
櫚,ga~r
櫓,ra~
櫻,
欄,colo~n
權,autoridad
欖,s'e~wa
欠,ma~ke
次,suiva~
欣,alegrarse
欲,desire
款,bo~n
欺,tro~peri
欽,respec
歇,
歉,
歌,s'a~so~
歐,
歙,ra~co~tre
歟,particul
歡,
止,arete
正,corec
此,isi
步,pa
武,z\'erie
歧,tenedor
歪,
歲,
歷,
歸,regreso
歹,move
死,mor
歿,morir
殃,
殆,
殊,particuliera~
殉,martir
殘,resto
殖,crwatr
殤,
殮,rob
殯,
殲,masakre
段,eta
殷,florisa~
殺,tue
殼,kaskara
毀,brise
殿,"mo~sa~~o""r"
毅,for
毆,
毋,
母,mama~
每,
毒,pwaso~
毓,leve
比,co~pare
毗,e
毛,pilosi
毫,bros
毯,lana
毽,
氏,no~
民,"po""pl"
氐,no~
氓,pueblo
氖,
氛,
氟,
氣,espri
氧,
氨,
氦,
氤,
氫,
氮,
氯,
氳,prosperidad
水,o
永,eterni
汁,su
汀,rivag
氾,larg
求,reclame
汝,twa
汗,"suo""r"
汙,susio
江,be
池,eta~g
汐,sware
汕,pwaso~
汞,
