char,word
吐,eskupir
吁,exklamasion
吋,
各,respektibamente
向,mirar
名,nombre
合,adekuado
吃,
后,emperatris
吆,
吒,gritar
吝,abaro
吭,garganta
吞,tragar
吾,yo
否,negatiba
呎,pie
吧,enfatiko
呆,perplexidad
呃,
吳,
呈,obsekiar
呂,kolumna
君,sen~or
吩,dar
告,rebelasion
吹,soplar
吻,
吸,aspirar
吮,ts'upar
吵,
吶,tartamudear
吠,ladrar
吼,ladrar
呀,basio
吱,trino
含,inkluir
吟,tararear
味,sabor
呵,renir
咖,
呸,
咕,
咀,morder
呻,xemir
呷,
咄,renir
咒,
咆,ladrar
呼,yamar
咐,
呱,yorar
呶,ruidoso
和,armonia
咚,
呢,enfatiko
周,sirkunferensia
咋,gritar
命,orden
咎,
咬,morder
哀,kompasion
咨,
哎,interxeksion
哉,exklamasion
咸,todo
咦,expression
咳,tos
哇,
哂,
咽,garganta
咪,
品,produkto
哄,
哈,eskuela
咯,disputa
咫,korto
咱,
咻,gritar
哨,
唐,tanx
唁,expresar
唷,
哼,
哥,grande
哲,sabio
唆,tentar
哺,kultibar
唔,
哩,
哭,yorar
員,empleado
唉,
哮,ruxir
哪,kual
哦,kantar
唧,
商,trato
啪,
啦,final
啄,pikar
啞,
啡,
啃,
啊,partikula
唱,kantar
啖,komer
問,duda
啕,
唯,solamente
啤,
唸,
售,bender
啜,ts'upar
唬,
啣,tener
唳,yorar
啻,inkomparable
喀,bomitar
喧,ruidoso
啼,ladrar
喊,yorar
喝,regan~ar
喘,
喂,interxeksion
喜,alegria
喪,perder
喔,deskriptibo
喇,ts'arlar
喋,ablar
喃,ts'arlar
喳,
單,
喟,xemir
唾,saliba
喲,
喚,gritar
喻,
喬,alto
喱,
啾,yorar
喉,garganta
嗟,lamente
嗨,
嗓,bos
嗦,
嗎,final
嗜,gustar
嗇,abaro
嗑,reprots'e
嗣,eredero
嗤,reir
嗯,
嗚,yorar
嗡,
嗅,oler
嗆,asfixiar
嗥,
嗾,insitar
嘀,
嘛,trigo
嘗,una
嗽,enxuagar
嘔,bomitar
嘆,deplorar
嘉,bueno
嘍,usado
嘎,malo
嗷,ruidoso
嘖,renir
嘟,
嘈,ruidoso
嘮,
嘻,
嘹,usado
嘲,ridikulo
嘿,ser
嘴,
嘩,ruidoso
噓,
噎,asfixiar
噗,
噴,emision
嘶,
嘯,ruxir
嘰,
噙,
噫,exklamasion
噹,
噩,malo
噤,serar
噸,tonnaxe
噪,ser
器,utensilio
噥,
噱,reir
噯,interxeksion
噬,morder
噢,xemir
嚎,
嚀,
嚐,
嚅,ablar
嚇,amenasador
嚏,
嚕,talkatibo
嚮,
嚥,tragar
嚨,garganta
嚷,gritar
嚶,trino
嚴,seberidad
嚼,morder
囁,susuro
囀,kantar
囂,ruidoso
囈,tonto
囊,bolsa
囉,
囌,loquasioso
囑,petision
四,kuatro
囚,esklabitud
因,kausa
回,xirar
囪,
困,difikultades
囤,grano
固,endureser
圃,kampo
圈,esfera
國,
圍,
園,parke
圓,yen
團,asosiasion
圖,
土,suelo
圳,surko
地,suelo
在,existir
圭,xoya
圬,
圯,puente
坊,ts'iko
坑,oyo
址,ruina
坍,kolapso
均,nibel
坎,trampa
圾,basura
坐,sentarse
坏,tason
垃,basura
坷,tiera
坪,unidad
坩,xaro
坡,dike
坦,nibel
坤,tiera
坼,partir
垂,estar
型,tipo
垠,
垣,serko
垢,krasse
城,kastiyo
垮,
埂,
埔,usado
埋,enterado
埃,polbo
域,rango
堅,duro
堊,
堆,tore
埠,
埤,anadir
基,fundamento
堂,templo
堵,baya
執,dirixir
培,kultibo
堯,alto
堪,resistir
場,lugar
堤,dike
堰,presa
報,informar
堡,fuerte
塞,serar
塑,modelo
塘,dike
塗,pintar
塚,altosano
塔,pagoda
填,yenar
塌,kolapso
塭,
塊,konglomerado
塢,aldea
塵,polbo
塾,kolexio
境,limite
墓,tumba
墊,abansar
塹,foso
墅,
墀,
墟,ruina
增,aumentar
墳,tumba
墜,kaer
墮,
壁,muro
墾,tiera
壇,podio
壅,
壕,
壓,
壑,baye
壙,aguxero
壘,fuerte
壞,demolision
壟,montikulo
壢,
壤,
壩,embankmente
士,kabayero
壬,kalendario
壯,grande
壹,numero
壺,xaro
壽,lonxebidad
夏,berano
夔,
夕,tarde
外,fuera
夙,briyante
多,abundante
夜,nots'e
夠,
夥,
夢,suen~o
夤,
大,grande
天,paraiso
夫,marido
太,grande
夭,kalamidad
央,sentro
失,perdida
夷,barbaro
夸,
夾,insertar
奉,ofrenda
奇,extran~o
奈,nara
奄,kubrir
奔,apresurarse
奕,grande
契,kompromiso
奏,dirixirse
奎,estreya
奐,klaro
套,
奘,grande
奚,sirbiente
奢,extrabagansia
奠,desision
奧,korason
奪,arebatar
奩,
奮,axitado
女,femenino
奴,esklabo
奶,lets'e
妄,ilusion
奸,maldad
妃,reina
好,agradable
她,
如,analogo
妁,ir
妝,bestido
妒,seloso
妨,molestia
妞,
妣,madre
妙,exkisito
妖,sospets'oso
妍,beyesa
妤,beyo
妓,estirar
妊,konsepsion
妥,amable
妾,konkubine
妻,esposa
委,konfiar
妹,ermana
妮,
姑,suegra
姆,umedo
姐,mayor
姍,kalumnia
始,komensar
姓,apeyido
姊,mayor
妯,
妳,tu
姒,esposa
姜,xenxibre
姘,
姿,figura
姣,beyo
姨,menor
娃,beyo
姥,biexo
姪,sobrina
姚,beyo
姦,
威,dignidad
姻,matrimonio
娑,biexo
娘,ixa
娜,elegante
娟,beyesa
娛,
娓,
姬,
娠,konsepsion
娣,menor
娩,oso
娥,beyo
娌,ermano
娶,
婁,frekuente
婉,elegante
婦,sen~ora
婪,kodisiar
婀,
娼,prostituta
婢,maidserbante
婚,matrimonio
婆,ansiana
婊,
婷,pretdad
媚,adular
婿,nobio
媒,mediasion
媛,muxer
嫁,nobia
嫉,seloso
嫌,antipatia
媾,asosiasion
媽,madre
媼,madre
媳,
嫂,mayor
媲,par
嫡,ixo
嫦,
嫩,xoben
嫗,madre
嫖,
嫘,
嫣,beyesa
嬉,kontento
嫻,elegante
嬋,beyo
嫵,
嬌,attirante
嬝,
嬴,ganar
嬰,
嬪,
嬤,
嬸,esposa
孀,
子,ts'ikiyo
孑,
孓,
孔,kabidad
孕,bolber
字,karakter
存,existir
孝,debosion
孜,
孚,sinsero
孟,xefe
孤,uerfano
季,estasion
孩,
孫,nieto
孰,kual
孳,aumentar
孱,debil
孵,
學,
孺,nino
孽,
孿,
它,otro
宇,edifisio
守,guardar
宅,ogar
安,barato
完,perfeksion
宋,dinastia
宏,amplio
宗,ensen~ansas
定,determinar
官,gobierno
宜,apropiado
宙,aire
宛,enteramente
宣,proklamar
宦,ofisial
室,abitasion
客,uesped
宥,trankilisar
宰,superbisar
害,desastre
家,kasa
宴,bankete
宮,prinsipe
宵,tarde
容,kontenido
宸,alero
寇,enemigo
寅,signo
寄,kolaborar
寂,soledad
宿,posada
密,denso
寒,frio
富,rikesa
寓,
寐,dormir
寞,solo
寧,pasifiko
寡,poko
寥,solo
實,berdad
寨,fuerte
寢,dormir
寤,despierto
察,adibinar
寮,dormitorio
寬,amplio
審,klaro
寫,kopiar
寵,affeksion
寶,tesoro
寸,lonxitud
寺,templo
封,seyo
射,disparar
尉,ofisial
專,spesialdad
將,
尊,apresio
尋,pedir
對,korekto
導,gia
小,poko
少,poko
尖,puntiagudo
尚,respetar
尤,reasonable
尬,
就,yegar
尷,
尸,kadaber
尺,regla
尼,monxa
局,ofisina
屁,
尿,orina
尾,kola
屈,doblar
居,sentarse
屆,alkansar
屎,
屏,mampara
屍,kadaber
屋,kasa
屑,basura
展,desplegar
屐,
屠,
屜,
屢,frekuente
層,estrato
履,yebar
屬,
屯,baraka
山,montan~a
屹,
岐,bifurkasion
岑,piko
岔,tenedor
岌,alto
岷,nombre
岡,monte
岸,playa
岩,roka
岫,garganta
岱,biexo
岳,montan~a
峙,tore
峭,alto
峽,garganta
峻,alto
峪,
峨,montan~a
峰,apoxeo
島,isla
崁,lugar
崇,respetar
崆,montana
崎,promontorio
崛,alto
崖,akantilado
崢,alto
崑,lugar
崩,desmoronamiento
崔,
崙,lugar
嵌,
嵐,tormenta
嵩,iritado
嶄,empinado
嶇,empinado
嶝,kolina
嶼,isla
嶺,piko
嶽,piko
巍,alto
巔,
巒,pekeno
巖,
川,aroyo
州,estado
巢,nido
工,konstruksion
巨,xigantesko
巧,abilidad
左,iskierda
巫,
差,distinsion
己,yo
已,abandono
巳,signo
巴,remolino
巷,
巽,sudeste
巾,pan~o
市,merkado
布,pan~o
帆,bela
希,raro
帘,bandera
帚,eskoba
帖,manoxo
帕,
帛,tela
帑,dinero
帝,soberano
帥,dirixir
席,asiento
師,maestro
常,abitual
帶,
帳,rexistro
帷,kortina
幅,ants'ura
帽,sombrero
幀,
幌,dosel
幛,
幣,rikesa
幕,kortina
幗,
幔,kortina
幢,bandera
幟,bandera
幫,ayuda
干,sekarse
平,yanura
并,poner
年,an~o
幸,felisidad
幹,tronko
幻,bision
幼,infansia
幽,profundo
幾,kuantos
序,inisio
庇,protexer
床,suelo
庚,kalendario
店,tienda
府,munisipio
底,fondo
庖,kosina
庠,eskuela
度,grado
庫,almasen
庭,patio
座,sitio
康,trankilo
庸,komun
庶,barios
庵,retiro
庾,
廊,koredor
廁,
廂,alero
廉,noble
廈,kasa
廓,
廖,basio
廢,
廚,kosina
廟,mausoleo
廝,sirbiente
廣,amplio
廠,
龐,
廬,ermita
廳,
廷,tribunales
延,prolongar
建,konstruir
廿,beinte
弁,diskurso
弄,
弈,ts'ino
弊,desgastarse
式,seremonia
弒,
弓,arko
弔,kondolensias
引,tirar
弘,difundir
弗,
弛,
弟,ermano
弦,kuerda
弧,arko
弩,arko
弭,parar
弱,debil
張,expansion
強,fuerte
弼,ayuda
彆,
彈,
彌,extensibo
彎,
彗,kometa
彙,rekoxer
彞,
彤,roxo
形,forma
彥,
彬,refinado
彩,kolor
彫,eskulpir
彭,ints'ason
彰,patente
影,sombra
彷,
役,ofisio
往,ir
征,subyugar
彿,
彼,eso
很,desobedeser
待,esperar
徊,erante
律,lei
徇,
後,atras
徒,kaminar
徑,kamino
徐,gradualmente
得,bentaxa
徙,mober
從,
徘,bagar
御,onorifiko
復,bolber
循,xirar
徨,erante
徬,bagar
微,insignifikante
徹,penetrar
德,
徵,konbokar
徽,bueno
心,korason
必,falta
忙,atareado
忖,konxetura
忘,olbidar
忌,aboreser
志,intension
忍,resistensia
忱,sinsero
快,agradable
忝,
忠,lealtad
忽,
念,deseo
忿,ser
怏,dissatisfaksion
怔,enfermedad
怯,
怵,miedo
怖,temor
怪,deskonfiado
怕,miedo
怡,
性,sexo
怒,enoxo
思,pensar
怠,deskuido
急,prisa
怎,porke
怨,rankune
恍,oskuro
恰,
恨,renkor
恢,ants'o
恆,konstante
恃,depender
恬,
恫,
恪,
恤,
恙,
恣,
恥,bergwensa
恐,miedo
恕,exkusar
恭,respeto
恩,grasia
息,respirasion
悄,ansiedad
悟,persibir
悚,miedo
悍,aspero
悔,arepentirse
悌,serbir
悅,
悖,ser
恿,insitar
患,afliksion
悉,todo
悠,distante
您,onorifiko
惋,lamentar
悴,
惦,
悽,ser
情,sentimientos
悻,ira
悵,ser
惜,lastima
悼,lamentar
惘,oskuro
惕,
惆,aflixir
惟,simplemente
悸,temblar
惚,admirar
惑,ilusion
惡,malo
悲,tristesa
悶,preokupar
惠,bendision
愜,ser
愣,
惺,
愕,
惰,peresa
惻,ser
惴,miedo
慨,lamento
惱,
愎,desobedeser
惶,miedo
愉,dibersion
愀,respeto
愚,estupides
意,idea
慈,amar
感,sentimiento
想,konsepto
愛,amor
惹,
愁,melankolia
愈,kurar
慎,prudensia
慌,preokupasion
慄,miedo
慍,ser
愾,ira
愴,triste
愧,
慇,kortesia
愿,respetuoso
態,figura
慷,yorar
慢,pabonearse
慣,kostumbre
慟,aflixir
慚,sentir
慘,triste
慶,xubilo
慧,intelixensia
慮,prudensia
慝,malo
慕,an~oransa
憂,pesadumbre
慼,
慰,konsolar
慫,
慾,
憧,an~orar
憐,
憫,ansiedad
憎,odiar
憬,admirar
憚,dudar
憤,resentimiento
憔,obtener
憲,regulasion
憑,depender
憩,reseso
憊,fatiga
懍,miedo
憶,miyones
憾,remordimiento
懊,
懈,
應,respuesta
懂,
懇,sosiable
懦,
懣,preokupar
懲,pena
懷,
懶,
懵,
懸,suspender
懺,lamentar
懼,miedo
懾,miedo
懿,beyo
戀,
戈,
戊,kalendario
戎,gerero
戌,signe
戍,proteksion
成,konbertirse
戒,poner
我,yo
或,sierto
戕,matar
戚,pariente
戛,
戟,
戡,biktoria
戢,poner
截,kortar
戮,matar
戰,gera
戲,xugar
戴,poner
戳,
戶,
房,rasimo
戾,
所,lugar
扁,yano
扇,abaniko
扈,segir
扉,puerta
手,mano
才,talento
扎,tirar
打,golpear
扔,lansar
扒,raskar
扣,
扛,elebar
托,
抄,extrakto
抗,enfrentarse
抖,sakudir
技,abilidad
扶,ayuda
抉,
扭,xirar
把,yebar
扼,mandar
找,buskar
批,kritikar
扳,tirar
抒,
扯,elebar
折,plegar
扮,
投,lansar
抓,
抑,freno
承,konseder
拉,
拌,
拄,
抿,
拂,klaro
抹,frotar
拒,repeler
招,inbitar
披,abrir
拓,aklarar
拔,
拋,
拈,xirar
抨,
抽,tirar
押,empuxar
拐,sekuestrar
拙,inexperto
拇,
拍,aplaudir
抵,resistir
拚,
抱,abraso
拘,arestar
拖,arastrar
拗,torsion
拆,partir
抬,lebantar
拎,
拜,
挖,kabar
按,tener
拼,
拭,barer
持,durasion
拮,ser
拽,arastrar
指,dedo
拱,
拷,torturar
拯,ayuda
括,suxetar
拾,rekoxer
拴,
挑,desafiar
拳,pun~o
挈,yebar
拿,atrapar
捎,elexir
挾,insertar
振,sakudir
捕,atrapar
捂,resista
捆,atar
捏,
捉,atrapar
挺,
捐,lansar
挽,
挪,mober
挫,aplastamiento
挨,empuxar
掠,piyaxe
控,kontension
捲,rodar
掖,lado
探,explorar
接,aserkarse
捷,biktoria
捧,dar
掘,kabar
措,poner
捱,
掩,kubrir
掉,sakudir
掃,sepiyo
掛,kolgar
捫,
推,presionar
掄,ossilar
授,impartir
掙,esforsar
採,rekoxer
掬,
排,repudiar
掏,
掀,elebar
捻,xirar
捩,
捨,deskartar
掣,
掌,manipular
描,esboso
揀,elexir
揩,
揉,
揆,kategorio
揍,
插,insertar
揣,konxetura
提,yebar
握,agarar
揖,reunir
揭,elebar
揮,manexar
捶,golpear
援,ayudar
揪,peyiskar
換,kambio
摒,expulsar
揚,lebantar
搓,trensa
搾,apreton
搞,aklarar
搪,
搭,embarkar
搽,untar
搬,yebar
搏,
搜,buskar
搔,raskar
損,perdida
搶,empuxar
搖,
搗,golpear
撇,deskartar
摘,sen~alar
摔,tropesar
撤,kitar
摸,buskar
摟,
摺,frotar
摑,
摧,romper
摩,rose
摯,regalo
摹,
撞,empuxar
撲,atisar
撈,atrapar
撐,apoyo
撰,
撥,
撓,doblar
撕,romper
撩,desorden
撒,dispersar
撮,rekoxer
播,siembra
撫,karisia
撚,
撬,lebantar
擅,
擁,abrasar
擋,obstruir
撻,latigo
撼,mober
據,
擄,kapturar
擇,elexir
擂,
操,manipular
撿,inspeksionar
擒,kapturar
擔,yebar
擎,apoyo
擊,golpear
擘,
擠,empuxar
擰,peyiskar
擦,frotar
擬,imitar
擱,
擴,
擲,golpear
擾,molestar
攆,
擺,empuxar
擻,sakudir
攀,subir
攏,rekoxer
攘,robar
攔,obstruir
攙,dar
攝,
攜,yebar
攤,abrir
攣,
攫,
攪,molestar
攬,tener
支,soporte
收,
改,reforma
攻,agresion
放,dexar
政,politika
故,antiguo
效,
敝,ser
敖,xugar
救,sokoro
教,edukasion
敗,fayo
啟,
敏,inxenioso
敘,expresar
敞,amplio
敦,bondad
敢,osado
散,esparsir
敬,respeto
敲,golpear
敵,enemigo
敷,extender
數,numero
整,organisar
斂,
斃,matar
文,letras
斑,mants'a
斐,beyo
斗,medida
料,material
斜,diagonal
斟,
斡,regla
斤,antigua
斥,rets'asar
斧,
斫,kortar
斬,kortar
斯,
新,nuebo
斷,kortar
方,direksion
於,akuerdo
施,distribuir
旁,
旅,biaxe
族,tribu
旋,xirar
旌,bandera
旎,romantiko
旗,bandera
旖,romantiko
既,anterior
日,dia
旦,alba
早,temprano
旨,prinsipio
旬,dekameron
旭,sol
旱,
旺,floresiente
昔,antiguamente
易,fasil
昌,klaro
昆,dessendientes
昂,subir
明,lus
昀,
昏,oskuro
春,primabera
昭,luminoso
映,reflexo
昧,oskuro
是,korekto
星,estreya
昨,ayer
時,tiempo
晉,abansar
晏,tarde
晃,deslumbrante
晒,blankear
晌,
晝,
晚,
晤,klaro
晨,man~ana
晦,oskuro
普,unibersal
晰,klaro
晴,buen
晶,desteyo
景,paisaxe
暑,bots'ornoso
智,sabiduria
暗,oskuro
暉,briyo
暇,tiempo
暈,
暖,templado
暢,estirar
暨,
暮,anots'eser
暫,poko
暴,biolento
曆,kalendario
曉,
暹,
曙,alba
曖,oskuro
曠,ants'o
曝,blankear
曦,sol
曰,dixit
曲,melodia
曳,tirar
更,renobar
曷,porke
書,eskritura
曹,kadete
勗,ser
曾,una
替,kambio
會,enkontrar
月,mes
有,existir
服,ropa
朋,kompan~ero
朔,primer
朕,nosotros
朗,klaro
望,esperansa
期,periodo
朝,man~ana
朦,
朧,tiniebla
木,arbol
朮,tipo
本,libro
未,aun
末,aun
札,etiketa
朽,deskomposision
朴,sensiyo
朱,bermeyon
朵,
束,manoxo
李,siruela
杏,albarikoke
材,talento
村,siudad
杜,boske
杖,kan~a
杞,rio
杉,sedro
杭,estaka
枋,balsa
枕,almoada
東,este
果,fruto
杳,
杷,nispero
枇,nispero
枝,rama
林,arboleda
杯,kopa
杰,
板,tabla
枉,doblar
松,pino
析,taxar
杵,mortero
枚,kontar
柿,
染,tinte
柱,pilar
柔,suabe
某,fulano
柬,elexir
架,montar
枯,marts'ito
柵,
柩,kofre
柯,
柄,asa
柑,mandarina
枴,kana
柚,sidra
查,
枸,
柏,ts'ene
柞,tipo
柳,sause
校,eskuela
核,semiya
案,plan
框,
桓,
根,rais
桂,arbol
桔,usado
栩,tipo
梳,peine
栗,kastan~a
桌,mesa
桑,mora
栽,plantasion
柴,malesa
桐,paulonia
桀,
格,estado
桃,melokotonero
株,tokon
桅,
栓,tapon
梁,nombre
梯,eskala
梢,kopa
梓,arbol
梵,
桿,eskudo
桶,kubo
梱,
梧,arbol
梗,
械,artiluxio
梃,palanka
棄,tirar
梭,
梆,
梅,siruela
梔,
條,
梨,peral
梟,
棺,ataud
棕,kanamo
棠,salbaxe
棘,espina
棗,
椅,siya
棟,alero
棵,
森,boske
棧,
棹,poste
棒,bara
棲,
棣,
棋,piesa
棍,kana
植,planta
椒,xapones
椎,roble
棉,algodon
棚,estante
榔,betel
業,negosio
楚,latigo
楷,modelo
楠,arbol
楔,kun~a
極,polo
椰,kokotero
概,aproximadamente
楊,sause
楨,
楫,remo
楞,
楓,arse
楹,
榆,
榜,timon
榨,bexetable
榕,
槁,morir
榮,
槓,palanka
構,konstruir
榛,abeyana
榷,
榻,siya
榫,
榴,
槐,tipo
槍,lansa
榭,
槌,
樣,
樟,kampor
槨,
樁,estaka
樞,
標,marka
槽,tina
模,patron
樓,tore
樊,
槳,remo
樂,
樅,
樽,tonel
樸,ladrar
樺,abedul
橙,amargo
橫,
橘,mandarina
樹,arbol
橄,
橢,
橡,kabayo
橋,puente
橇,
樵,
機,mekanismo
檀,arbol
檔,
檄,
檢,
檜,sipres
櫛,peine
檳,betel
檬,limon
櫃,pets'o
檻,
檸,limon
櫂,remo
櫥,
櫝,
櫚,tipo
櫓,remo
櫻,
欄,barandiya
權,autoridad
欖,ts'ino
欠,falta
次,sigiente
欣,alegrarse
欲,anelo
款,artikulo
欺,kayarse
欽,respetar
歇,
歉,
歌,kansion
歐,
歙,enkontrar
歟,partikula
歡,
止,parar
正,korekto
此,esto
步,paso
武,gerero
歧,tenedor
歪,
歲,
歷,
歸,regreso
歹,malo
死,muerte
歿,morir
殃,
殆,
殊,partikularmente
殉,martirio
殘,resto
殖,aumentar
殤,
殮,bestido
殯,
殲,masakre
段,eskalon
殷,floresiente
殺,matar
殼,kaskara
毀,romper
殿,edifisio
毅,resuelto
毆,
毋,
母,madre
每,
毒,beneno
毓,elebar
比,komparasion
毗,ayuda
毛,pelaxe
毫,sepiyo
毯,lana
毽,
氏,apeyido
民,xente
氐,nombre
氓,pueblo
氖,
氛,
氟,
氣,espiritu
氧,
氨,
氦,
氤,
氫,
氮,
氯,
氳,prosperidad
水,agua
永,eterno
汁,sopa
汀,oriya
氾,desbordarse
求,petision
汝,tu
汗,sudor
汙,susio
江,gran
池,estanke
汐,okaso
汕,pes
汞,
沙,arena
沁,
沈,undido
沉,undir
沅,nombre
沛,pantano
汪,ants'o
決,desidir
沐,labar
汰,klasifikar
沌,primebal
汨,undir
沖,mar
沒,
汽,bapor
沃,fertilidad
汲,ats'ikar
汾,nombre
泣,yorar
注,deramar
泳,nadar
沱,fluido
泌,resumar
泥,baro
河,rio
沽,presio
沾,umedeser
沼,pantano
波,onda
沫,eklaboussures
法,metodo
泓,profundo
沸,erbir
泄,
油,aseite
況,kondision
沮,parar
泗,nombre
泅,nadar
泱,
沿,segir
治,reinar
泡,burbuxa
泛,flotar
泊,detenerse
泉,manantial
泰,pasifiko
洋,oseano
洲,banko
洪,koriente
流,koriente
津,puerto
洌,puro
